"id","profileName","text","date","title","rating","images","helpful","Style","Size","Color"
"R1I7D0WV4SFZ2M","lol","
  Really, there are no features worth your time unless you get the cellular version. Mostly you’ll want to listen to music while you run or record workouts seemlessly. This does one of those okay. The other poorly. 6 days of trying to delete and redownload songs have me listing this on Craigslist cause like it worked for one round of songs and now refuses to download anything, even factory reset. When people recommend others? Go with others. Sleep tracking is so bad you have to download external apps btw. The rest of the apps are trash. Might as well get an old school Casio watch bro
","Reviewed in the United States on March 25, 2022","It’s not worth your money",1,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"REFGV61C0WHQH","Randy Price","
  This version uses the USB-C Power source and IS NOT included with the watch.  Only the charging cable is included so be sure to add this to your order or a compatible charging stand.  Other than that, nicely packaged per Apple standards, easy to operate, set-up not difficult after fully charged.  Working well as is, very happy with the product.
","Reviewed in the United States on March 26, 2022","Great Watch but BE ADVISED!!  USB-C Power Source Not Included",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R38OQVXFTKA26E","Edilton Rodrigues","
  Fast processor, bog screen. Beautiful watch.
","Reviewed in the United States on November 20, 2021","Great watch.",5,"https://m.media-amazon.com/images/I/71p3h50SvqL.jpg",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R2U8GHI1CMXTH4","Amazon Customer","
  Adoro os produtos da aplee, tenho Mac, iPad, Cel! Resolvi comprar o iwatch série 7 e não vem com conector de energia.... como assim? paguei 4 mil em um relógio e tenho que comprar um conector separado para conseguir ligá-lo!!!!!
","Reviewed in Brazil on December 1, 2021","Não vem conector de energia",1,"","30","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RJ5G2B2QIKSWB","PEDRO CEZAR JIANDOTTI","
  O produto chegou tudo em ordem, mas não vem com nota fiscal. Vem apenas com uma folha informando o valor que foi pago. Não dá nem pra saber de onde é. Nome da loja, endereço, nada. Foi a mesma coisa que ter comprado do Paraguai.
","Reviewed in Brazil on February 4, 2022","Produto chegou em ordem, mas com ressalvas",3,"","17","GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"RWUXHVM8IZBQY","Ana Karla de Paula e Silva","
  Chegou um dia antes do prazo mínimo e está tudo certinho, lacrado, já conferi a garantia apple e tudo confere!
","Reviewed in Brazil on February 17, 2022","Tudo perfeito!",5,"https://images-na.ssl-images-amazon.com/images/I/61B83cOQCaL.jpg
https://images-na.ssl-images-amazon.com/images/I/61Rp+7YkskL.jpg
https://images-na.ssl-images-amazon.com/images/I/61cB9U7iZFL.jpg
https://images-na.ssl-images-amazon.com/images/I/61usZjH7RoL.jpg
https://images-na.ssl-images-amazon.com/images/I/71d0-B7DgWL.jpg","13","GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R3106IAEM35I4U","William de Castro","
  Produto Excelente conforme padrão Apple, contudo esperava mais da bateria.
","Reviewed in Brazil on January 4, 2022","Ótimo.",5,"","12","GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R2GNE5547URWJO","Andressa Speranza","
  Eu amei o relógio, é lindo e é original! Vem com nota fiscal também.A bateria não dura muito, eu esperava que durasse mais. Ele dura um dia inteiro, e se vc desligar a noite para o dia seguinte ele vai durar o outro dia inteiro também. Mas se ficar dia e noite ligado, só dá um dia! Acredito que seja, pq ele não desliga a tela, fica sempre acesa.Mas eu amei o produto e o vendedor, o meu pedido chegou antes do prazo.Vem com o cabo pra carregar, só não vem com o plug da tomada!Recomendo!
","Reviewed in Brazil on December 14, 2021","Eu amei meu Apple Watch",5,"","8","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3GAYEO0DKXOYM","Amazon Customer","
  Fornecedor impecável, chegou bem antes do esperado! Encomendei e recebi no dia seguinte! Produto em perfeitas condições.Não vem com a fonte para carregador USB-C (programem-se para isso, para não se frustrarem na hora que chegar). Consegui carregar com a minha fonte do MacBook
","Reviewed in Brazil on December 30, 2021","Excelente!",5,"https://images-na.ssl-images-amazon.com/images/I/61H-HAXDVNL.jpg","8","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RAIYS9GLVCQZC","Kelren Wu","
  O relógio é bom, nada a reclamar, principalmente porque é bem mais barato que o vendido pela apple. Veio tudo certinho na embalagem, apenas faltou a nota fiscal que não veio junto com o produto e que eu solicitei ao vendedor mas não recebi retorno desde então.
","Reviewed in Brazil on March 3, 2022","Relógio bom",4,"","7","GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"RGXI48NAAVDN","JCBC","
  Já tinha um applewatch e resolvi trocar por este modelo mais atual. Para mim, o produto é ótimo. Gostaria de parabenizar o vendedor e seu atendimento. Tivemos um pequeno imprevisto com a transportadora, no entanto este foi rapidamente solucionado pelo vendedor que se mostrou atento e solícito. Me senti segura com a compra a todo momento. A entrega foi super rápida. Recomendo e com certeza voltarei a comprar com essa loja.
","Reviewed in Brazil on March 1, 2022","Excelente é ótimo vendedor.",5,"https://images-na.ssl-images-amazon.com/images/I/616zCKWrvqL.jpg
https://images-na.ssl-images-amazon.com/images/I/715MPSWRB+L.jpg","4","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RLF4T904DUUG1","Fabio Faria","
  Relógio é bonito, tudo roda liso, o App saúde é sofrível! Mas há outras opções na app store. Acabamento do relógio é ótimo, a bateria é mais ou menos, porém carregar bem rápido mesmo! É caríssimo, mas funciona como deve funcionar, Apple tem que polir este relógio pq tem concorrentes pela metade do preço que entrega muito mais 👀👀
","Reviewed in Brazil on February 7, 2022","Ótimo",5,"","5","GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R1FSZGNDZF5I6D","Ana Paula Gomes","
   o produto veio em estado impecável e chegou 2 semanas antes do previsto. sobre o relógio em si, ele é muito prático e me ajuda muito a controlar questões de saúde, como por exemplo, os ""anéis"" diários, em que você estabelece uma meta de horas em pé, exercício e queima de caloria, e quando você completa essas 3 metas, você recebe alguns prêmios e isso me motiva bastante. ele também acompanha 3 meses gratuitos do fitness+, aplicativo de exercícios da própria apple. as telas iniciais do apple watch 7, em minha opinião, são maravilhosas também. a bateria não dura tanto, geralmente dura 1 dia e meio pra mim, mas a recarga é absurdamente rápida - você consegue ir de 5% à 90% em 30 minutos. um lado negativo é que vem sem a fonte do carregador, que é diferente da fonte normal, mas não é muito difícil encontrar na internet. no geral, o produto vale muito a pena pela funcionalidade e praticidade, além da integração do sistema apple que é simplesmente maravilhosa!
","Reviewed in Brazil on March 10, 2022","muito prático e eficiente",5,"https://images-na.ssl-images-amazon.com/images/I/61pI0I4x2pL.jpg","3","GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"RI7J1KI1RQ1AN","MGCM","
  A cor é linda. O tamanho também é excelente. Recebi hoje e por isso não tenho condições de avaliar os demais aspectos, como bateria, app, etc.porém, algo que não consta na descrição: ENTRADA DO CARREGADOR É USB-C. Ao comprar esse modelo/série, tem que COMPRAR A FONTE OU ADAPTADOR PARA USB-C. Não consegui fazer a carga.Outro ponto a observar: as pulseiras. Também não tem foto detalhando. Ela não é como o série 3, por exemplo, que transpassa e o imã é o fecho.
","Reviewed in Brazil on March 4, 2022","Cor linda… tamanho ótimo… porém….",4,"","2","GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R3GDFOVDBWIW1U","Andre Sousa Melo","
  Eu tinha o geração 1, que comprei logo quando lançou e fazia um tempo que queria atualizar ele, não por não gostar ou qualquer coisa assim, mas porque queria algumas das novas funcionalidades, como ECG e medição de oxigênio no sangue. Para fazer exercícios e muito bom, da para suar os aplicativos como Strava e já carrega tudo sozinho. A tela e outro ponto positivo, mesmo sendo menor que o meu anterior, ele e maior no seu campo de visão. O único ponto negativo que dou e por conta da compatibilidade das pulseiras, que nesta serie não são compatíveis com as que tinha e assim vou ter de comprar novas, o que não e muito barato. Mancada da Apple na minha opinião.
","Reviewed in Brazil on February 18, 2022","Cheio de recursos e com uma boa tela",4,"","2","GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R39Z6WK7010YZR","Leonardo Henrique Silva de Freitas","
  O relógio é perfeito! A tela de 41mm é do tamanho ideal para visualizar as msgs e tudo que você está fazendo. O espaço interno de 32Gb ajuda bastante, na hora de você baixar suas músicas no Spotify é escutar enquanto está fazendo atividade física, sem o iPhone próximo. A bateria dura o dia todo, mas mesmo assim precisa carregar toda noite. O relógio é sensacional e maravilhoso. Vale a pena o investimento.
","Reviewed in Brazil on February 21, 2022","Relógio maravilhoso",5,"https://images-na.ssl-images-amazon.com/images/I/71he+1F+hPL.jpg","4","GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1734BGDPUH9NA","Heber de Oliveira Freitas","
   O Apple Watch é original e chegou antes do prazo. As caixas chegaram com todos os lacres intactos. O fornecedor cumpriu com a oferta e a Apple cumpre o prometido no produto.
","Reviewed in Brazil on February 18, 2022","Entrega rápida e conforme a oferta.",5,"https://images-na.ssl-images-amazon.com/images/I/714bXCeI+pL.jpg
https://images-na.ssl-images-amazon.com/images/I/71AwytkLiRL.jpg
https://images-na.ssl-images-amazon.com/images/I/71Wz1gLOBaL.jpg","5","GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R180UDZAKM5LLP","Alan de Oliveira Souza","
  Usei apple watch series 2 por quase 5 anos, troquei pelo 7 pois queria utilizar o ECG e medidor de O2 . A única expectativa não atendida foi a bateria, que pensei que poderia durar um pouco mais. Mas o mostrador e a precisão do toque na tela, coroa digital estão bem mais aprimorados no series 7.
","Reviewed in Brazil on February 16, 2022","Excelente aquisição",5,"","2","GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R3662CISTT5565","Carlos Augusto","
  O relógio é incrível, tenho que admitir. E é lindo! Pago conta por aproximação (veja se seu banco é compatível), ele é bastante voltado às questões de saúde, monitora batimentos cardíacos, oxigenação…em fim, é um aparelho de muita qualidade. Porém, pense duas vezes antes de comprar pq é muito caro, veja se realmente vale a pena pra você.
","Reviewed in Brazil on March 4, 2022","Muito bom, porém…",5,"","3","GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R3I9M3DBCQMCSB","Raquel d.","
  O produto é perfeito, original, veio lacrado e bem embalado, com nota fiscal em meu nome. A entrega chegou antes do previsto.
","Reviewed in Brazil on December 6, 2021","Produto e entrega excelentes!",5,"","5","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3O77A2CVWSSN8","Caê Kobuta","
  O produto foi entregue bem embalado, lacrado, e apple é apple, produtos de qualidade e bonitos
","Reviewed in Brazil on February 10, 2022","Sensacional",5,"https://images-na.ssl-images-amazon.com/images/I/61CocOJm7yL.jpg","5","GPS","45mm","Green Aluminum Case with Clover Sport Band"
"R159QGVE9TKQKB","Gabriel","
  O produto é original Apple, caso hajam dúvidas, pelo menos foi assim que veio para mim.Atenção para aqueles que não conhecem os produtos da maça, nos últimos anos eles não costumam mais colocar o plug de tomada/transformador, e sim, apenas o cabo de energia/dados, o famoso usb. Por isso venho alertar àqueles que esperam pelo o que é dado como básico (cabo, plug), pois o último não está incluso na caixa, apenas o Watch, manuais, cabo de energia com base magnética e a pulseira esportiva com dois tamanhos.
","Reviewed in Brazil on January 30, 2022","Não vem com plug de tomada, fique atento.",5,"","2","GPS","41mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R1HZMYV310OE9W","Gilberto V.","
  Os produtos da Apple são excelentes, o relógio é ótimo, só me decepcionei com o oxímetro que verifica os níveis de oxigênio do sangue, ele praticamente não funciona, só da erro (me decepcionei com essa funcionalidade, pois comprei por esse diferencial).
","Reviewed in Brazil on February 12, 2022","Decepcionado com o oxímetro",4,"","3","GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R5VFBD3GS5MSQ","Carol","
  Em primeiro contato o aparelho chegou SUPER rápido, vale muito a pena pagar o expresso, chegou antes da data prevista. Aparelho veio conforme o esperado.
","Reviewed in Brazil on February 8, 2022","Primeiro contato",5,"https://images-na.ssl-images-amazon.com/images/I/614ymBhR4WL.jpg
https://images-na.ssl-images-amazon.com/images/I/71YIIoutGnL.jpg","4","GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R16175DLA8FA53","Antonio","
  Apesar de ter tido problema no rastreio, o produto chegou dentro do prazo e totalmente de acordo com o anúncio,
","Reviewed in Brazil on February 5, 2022","Top!!!",5,"https://images-na.ssl-images-amazon.com/images/I/71eKi446gtL.jpg","4","GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3OL8T3R1OWKGG","Maycon","
  Relógio original, embalagem lacrada. É um relógio Apple, simples. Apenas sugiro que acomodem melhor a caixa original dentro da caixa secundária, pois a embalagem de dentro veio “sambando” e isso pode danificar o relógio. E, troquem de transportadora, por favor, não vi vantagem nenhuma em pagar um envio express, não vale a pena. Obrigado.
","Reviewed in Brazil on February 20, 2022","Produto original",5,"https://images-na.ssl-images-amazon.com/images/I/6102SmarcCL.jpg
https://images-na.ssl-images-amazon.com/images/I/61qAqXegnFL.jpg
https://images-na.ssl-images-amazon.com/images/I/71YrI7V-XgL.jpg","2","GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RKYM64UYUUR5W","Leanderson Silva","
  Tive um problema no começo com o relógio da apple, não carregava de jeito nenhum, tive que comprar um adaptador exclusivo Apple Acionei o suporte do vendedor/Amazon e devido a algum problema de comunicação fiquei sem respostas. Até que ontem eles prontamente conversaram comigo via WhatsApp e solucionamos o problema SUPER INDICO
","Reviewed in Brazil on February 23, 2022","Apple Watch 7 GPS - bom mas precisa melhorar",5,"",1,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R17NY32FL5V5HE","Cristian Fernandes Ferreira","
  O relógio chegou dentro do prazo prometido, com nota fiscal e tudo conforme indicado no anúncio. O produto é muito bom, vale muito a pena.  O único ponto ""negativo"" que percebi até o momento é a bateria que dura no máximo 2 dias, porém uso para exercícios e com medição de pulsação (o que consome bastante). A carga da bateria é super rápida então isso não é um problema. De resto, só elogios ao produto!
","Reviewed in Brazil on March 15, 2022","Vale a pena",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R38YB4C2DU2SVI","Caroline ","
  O produto é original, vem com nota fiscal e muito bem embalado. Alem disso, o vendedor é super confiável e a entrega rápida e rastreada.O relógio é lindo, a tela é maior que os modelos anteriores. Adorei a cor nova e a bateria dura bastante, contanto que desabilite o modo de display sempre ativo.Vale lembrar que o fio do carregador (que carrega MUITO mais rápido) agora é com a USB-C, então se você não tiver o adaptador, providencie um!Estou satisfeitíssima com a compra.
","Reviewed in Brazil on February 13, 2022","Relógio original, perfeito, e vendedor muito confiável.",5,"https://images-na.ssl-images-amazon.com/images/I/61CaEtpwqWL.jpg",1,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RDHAWKJO9Q42X","Magonog","
  Fiquem atentos ao adquirem o Apple Watch 7 pq o cabo de conexão USB-C Utiliza um base diferente do iPhone, o que eh lamentável pq além do custo relativamente alto do relógio, vc ainda terá que adquirir “por fora” essa base p USB-C, a original eh mto cara, realmente não entendo a lógica da Apple, nessa acredito que foram totalmente infelizes. Fiquei decepcionado nesse quesito, porém, o relógio eh fantástico.
","Reviewed in Brazil on February 23, 2022","O Apple Watch eh um produto fantástico, de excelência!!",5,"",1,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R3PYMPOWZIGA8G","Miqueas S.","
  Por ser um produto Apple já dispensa apresentações, basta procurar na internet que veremos vários vídeo e opinião sobre o produto. O único ponto que ressalto aqui é o custo benefício, existem outros relógios que fazem praticamente a mesma coisa, mais para queles que podem e querem investir em um relógio TOP, o Apple Watch é ele. Totalmente satisfeito pela compra, chegou dentro do prazo, agora é só se adaptar a usá-lo! Recomendo!
","Reviewed in Brazil on March 23, 2022","Ótimo produto",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R17EHYCIDMTFRI","Ana Paula Silochi","
  O produto em si é excelente mas se você já tiver um Apple Watch e quiser trocar somente pela novidade, não compensa tanto pois não muda TANTA coisa de um modelo para o outro.A cor dele é linda!O vendedor é muito bom. A velocidade do envio e da entrega sao impressionantes.Recomendo e voltarei a fazer negócio se eu precisar!!
","Reviewed in Brazil on February 11, 2022","Recomendo o vendedor",5,"",1,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R1EICPNYTU3Y9","Francieli R.","
  O produto é perfeito, original, veio bem embalado, porém não veio a nota fiscal, mas já solicitei o envio e estou aguardando!O envio foi bem conturbado estava esperando que fosse enviado após 2dias como está no anuncio, comprei dia 04/03 porém só recebi código da postagem no dia 14, a previsão da entrega era para 15/03, até que atrasou somente um dia! O contato com o vendedor tbm não foi o melhor!
","Reviewed in Brazil on March 16, 2022","Excelente Produto",5,"",1,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RS3BQNMGO1Y0V","Aline Pereira Gasparino","
  Adorei o relógio, qualidade Apple de sempre. Porém, em relação a bateria, se mantido com a tela sempre ativa, não dura muito. A entrega foi muito rápida, produto veio bem embalado. Produto original e acompanha nota fiscal. E claro, agora a Apple com a mania de não enviar a fonte, então quem não tiver uma fonte USB-c já se prepare para isso pra não ficar sem conseguir utilizar o relógio.
","Reviewed in Brazil on January 27, 2022","Bateria não dura muito, porém ótima qualidade e funcionalidades.",5,"",1,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3UYY9SKBSWH4Q","Cliente Amazon","
  A qualidade esta em cada detalhe, a bateria dura o prometido...se eu uso bem durante o dia, carrego durante a noite ou na manhã seguinte. Muito bom para as notificações e calendário/agenda, do WhatsApp até o Slack, todas chegam. Para correr ou academia é top, até pra piscina ja foi também da para baixar os sons do Spotify nele e deixar o telefone em casa.
","Reviewed in Brazil on March 11, 2022","Pode comprar essa bodega véia sem medo, vale cada centavo!",5,"",1,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R336OHDUVHN9RK","Marcos ludugerio","
   Chegou com 3 dias úteis a partir do momento que fiz o pedido. Vem embalando com todos os acessórios que condiz com a descrição, comprei o de 41mm pois olhei os comentários antes de comprar e imaginei que o de 45mm ficaria grande no meu pulso, e caiu super bem, bateria dura em torno de 1 dia e meio.
","Reviewed in Brazil on March 12, 2022","Maravilhoso!!!",5,"https://images-na.ssl-images-amazon.com/images/I/61rWXtUkc7L.jpg",1,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R2VK723HTNIQ8S","Igor","
  Não posso reclamar, é um produto que me faz me exercitar e me cuidar.. São tantas métricas que você passa a ficar interessado em se desenvolver Fitness para acompanhar a melhoria e a qualidade de vida.Pena ser tão caro e pouco acessível. Pena a bateria durar tão pouco!Para treinos específicos, não tem igual ao Garmin (e não se discute, Garmin é para atletas), mas para o dia a dia o Watch faz o show e devolve informações úteis que nenhum dos que usei te dá.
","Reviewed in Brazil on March 16, 2022","É um produto caro, mas é espetacular!",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R2HRXT7QVWXSAV","Kamila Maia Botelho Telles","
  Entrega rápida, produto bem embalado. Vem com todas as instruções para lermos antes de abrir a embalagem.
","Reviewed in Brazil on December 24, 2021","Maravilhoso",5,"https://images-na.ssl-images-amazon.com/images/I/61r2SA9OG2L.jpg","3","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R26BZ1BR6ESZAC","Joselito Junior","
  Qualidade excelente! Tela maior que os modelos anteriores permite melhor visão das funções do relógio. A bateria, que era uma preocupação, com a tela programada para ficar apagada, dura pelo menos 3 dias inteiros (desligando-se à noite). Ou dois dias inteiros, quando se utiliza para marcação de exercícios.As funções de medição de Oxigênio e também Eletrocardiograma funcionam muito bem. Altamente recomendo!
","Reviewed in Brazil on March 21, 2022","Excelente Compra!",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3UI3Q7Z0AWIQF","Fábio G.","
  Produto maravilhoso, fui a alteridades Apple e é original! Único problema foi a caixa que veio um pouco amassada. Mas resto tudo excelente. Aliás, entrega SUPER rápida!
","Reviewed in Brazil on December 19, 2021","Maravilhoso!",5,"","2","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R31TT48IOO3PLL","Fabio Ferraz dos Passos","
  Estou trocando de modelo. Apesar das avaliações, vale o upgrade. A tela é muito linda, ampla, as novas cores e matérias são muito bacanas e as funcionalidades como oximetria e monitoramento cardíaco e o sensor de choque são bem importantes e úteis, ainda mais na pandemia
","Reviewed in Brazil on March 13, 2022","Vale o Upgrade",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"RB4980MBNQZ6I","Adriana Lopes","
  O relógio é maravilhoso e quem conhece sabe do que estou falando. Perfeito em todas as funções prometidas. A entrega: excepcional! Muito rápida. Veio muito bem embalado e eu tô mega satisfeita
","Reviewed in Brazil on March 27, 2022","Perfeito!",5,"https://images-na.ssl-images-amazon.com/images/I/61aro4nCXrL.jpg",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R2BA5ZLQSYQTJQ","Cliente Amazon","
  O Apple Watch série 7 é muito rápido, funcional e bonito. A compra veio dentro do prazo com todos os itens de acordo com a descrição do anúncio.
","Reviewed in Brazil on February 22, 2022","Muito bom. Recomendo!",5,"",1,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R2MH29J07XFC40","Fernanda","
  Fiquei satisfeita com o produto, porém como comprei de presente para meu marido devia ter escolhido o tamanho de  45mm comprei a de 41mm, pois ficou um pouco pequeno no braço,  a entrega foi super rápida, não veio nota fiscal mas fiz a solicitação e já me enviaram no mesmo dia!
","Reviewed in Brazil on February 23, 2022","Satisfeita com o produto",5,"",1,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R3HT0LOYU7DTG1","Marilia Sousa","
  Produto original Apple, veio td certinho, NF enviada por e-mail e tmb junto com o produto, chegou extremamente rápido e muito bem embalado, estou muito feliz com a compra
","Reviewed in Brazil on January 18, 2022","Produto original",5,"https://images-na.ssl-images-amazon.com/images/I/61SAhwPqeNL.jpg
https://images-na.ssl-images-amazon.com/images/I/61iSzzUTBLL.jpg
https://images-na.ssl-images-amazon.com/images/I/61igWTZb1FL.jpg","2","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R1XI6RAL0UBFPK","FBP","
  O Apple watch veio certinho, mas a embalagem muito danificada.
","Reviewed in Brazil on February 19, 2022","Embalagem veio muito danificada",4,"","3","GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R1529031OSD0XS","JOSE WILLIAN REGO RESENDE","
  Tudo
","Reviewed in Brazil on February 4, 2022","Muito bom",5,"https://images-na.ssl-images-amazon.com/images/I/61MEp9wwn8L.jpg","4","GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R2HYW161IGJTWA","Braulio Dian de Oliveira","
  Materiais de qualidade, acabamento impecável! Carrega a bateria rapidamente e dura um dia tranquilamente.
","Reviewed in Brazil on March 2, 2022","Produto de qualidade",5,"https://images-na.ssl-images-amazon.com/images/I/61qKNnfGVOL.jpg",1,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RE0JJCEZCBJSI","Laura","
   Por ele ser praticamente um celular no seu braço eu achei que a bateria dura muito (uso o dia todo e ainda durmo com ele), original, veio embaladinho, com nota fiscal, chegou 4 dias antes do prazo e eu to apaixonada 🥰
","Reviewed in Brazil on February 19, 2022","Melhor relógio ❣️",5,"https://images-na.ssl-images-amazon.com/images/I/61RDPYwa-cL.jpg
https://images-na.ssl-images-amazon.com/images/I/61vT2dPMmAL.jpg",1,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R2AFKZ2SBSF1M1","Bruno","
  Muito funcional para quem usa o ecossistema Apple. Preciso nas medições de batimentos, etc. Muitas opções de aplicativos e pulseiras. Acho interessante para quem quer utilizar em atividades físicas. Quem busca somente notificações do celular, acho o custo x beneficio baixo. Para esses casos, uma smartband de 200 reais atente bem.
","Reviewed in Brazil on March 25, 2022","Excelente",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R5EVR6STS9897","Luís","
  Pedi em um dia e chegou no outro, enviaram super rápido. Veio lacradinho, perfeito. ainda não testei, pois falta o carregador USB-C. Pra quem for comprar, só uma dica sobre algo que nao sabia sobre o produto: o relógio é pesado
","Reviewed in Brazil on February 11, 2022","Tempo de entrega e excelência",5,"",1,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R574X7QMCZEDN","BM","
  Relógio já bem conhecido. Caro mas não decepciona pelo que promete. Loja vendeu direito, tudo original e funcionando bem. Chegou mais rápido que o prazo máximo. Bem mais barato que em lojas físicas.
","Reviewed in Brazil on March 23, 2022","Bom relógio e boa compra",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R10T5KHL18QFQ","Valeria Nazareth Stefano Xavier Reis","
  o relogio é perfeito.Como sempre a bateria da Aplle deixa a desejar, as de resto super atendeu as minhas expectativas.
","Reviewed in Brazil on March 25, 2022","maravilhoso",5,"",0,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"RTS0LNBU90I3Z","Luciana Mandelli","
  Tamanho ótimo. Funcionalidade, design, estética maravilhososPara colocar um ponto de melhoria - não gostei muito da forma de deixar a pulseira presa. Ela solta algumas vezes.Valeria maior segurança.
","Reviewed in Brazil on March 7, 2022","Fenomenal. Super recomendo!",5,"",1,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1MBXNLG1E7U1O","dierce wiques miranda","
  Excelente! Entrega no prazo produto igual ao anunciado. Totalmente original Apple Watch. Todos os itens anunciado vieram conforme informado no anúncio.
","Reviewed in Brazil on February 19, 2022","Perfeito!",5,"https://images-na.ssl-images-amazon.com/images/I/71TvrK-1bEL.jpg",1,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R2JR6MGJT6LBD0","Beatriz","
  Produto original apple, veio com todos os lacres íntegros, chegou rapido no RJ, logo no primeiro dia do prazo estimado!
","Reviewed in Brazil on December 24, 2021","Veio tudo certo!",5,"","2","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R273PJFI0TVETG","Maria Rita","
  Ótima aquisição, a entrega foi dentro do prazo e a embalagem estava intacta. Não tiro do braço, a bateria dura mais de 24h e me atende durante o trabalho, a prática de exercício e no dia a dia.
","Reviewed in Brazil on February 10, 2022","Fantástico",5,"",1,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RTBLWZMLECB9V","Renato Sardinha Mantovani","
  Nao vem com carregador, quando você consegue um a muito, muito custo… não funciona !!!
","Reviewed in Brazil on December 26, 2021","Pior compra da vida. Simplesmente não carrega.",1,"","2","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R4IF6KV92L56E","Keity Gama Amaral","
  Amei tudo, a cor dele pessoalmente é mais linda ainda. Perfeito, a bateria dura bem pra um Apple Watch, nos exercícios funciona bem. Eu amei tudo, veio bem embalado, e certinho.
","Reviewed in Brazil on March 10, 2022","Ameiiiii",5,"",1,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3MQHXM9R158KK","Aline","
  O relógio é excelente.A entrega foi antes do prazo e veio com nota fiscal.Indico a compra pelo vendedor NW distribuidora.
","Reviewed in Brazil on March 24, 2022","O relógio é excelente e original",5,"",0,"GPS","45mm","Green Aluminum Case with Clover Sport Band"
